user_story,final_label
"""As a user, I want to ensure that the data is stored in a way that allows me to access it in the future.  """,Reliability
"As a DAMS manager, I want to know, via the preservation manager, of all files for which the checksum has changed since last registered.",Security
"As an archivist, I want to search images by photographer.",Functional
"""As a user, I want to know whether a particular dataset is available to me. """,Security
"""As a developer, I want to use the same code in different environments. """,Portability
"""As an archivist, I want to have the FABS files to be created in a timely manner.  """,Performance
"""As a user, I want to be able to access my data from multiple devices, so that I can access my data from multiple devices.  """,Portability
"As a Solid user, I'd like to public my professional credentials on my Pod, so I can use it as a CV",Usability
"""As a developer, I want to integrate data from other sources, so that I can use data from other sources.  """,Compatibility
"""As an OlderPerson, I want to have ALFRED to be able to be used in other countries.  """,Portability
"As a participant, I want to have the two-minute timer reset itself as soon as we all play an estimate, so that it's ready for use on the next round.",Functional
"""As a researcher, I want to restrict access to my data for a certain time.  """,Security
"As an researcher, I want to view film clips, so that I can see excerpts of films.",Usability
"""As a developer, I want to have a way to easily access the application's documentation. """,Usability
"""As a developer, I want to know what the data model is, so that I can start developing.  """,Maintainability
"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Usability
"As a publisher, I want to show the world how my published data is, so that that it immediately catches consumer's attention.",Usability
"""As a repository manager, I want to know when the repository has been moved to a new location.  """,Reliability
As a Solid user I want suggestions for things I might like or want to know about so that I can be up to date on what is available,Usability
"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements.",Functional
"""As a Developer, I want to have a function that will create a new instance of a dataset type with a given name. """,Functional
"As a user, I want to search for and download human-readable experimental protocols.",Usability
"""As a camp administrator, I want to know when my campers are scheduled to go to the bathroom.  """,Usability
"""As a user, I want to be able to import files from other sources, so that I can use the tool.  """,Compatibility
"""As a user, I want to be able to update a dataset type, so that I can change the properties of a dataset.  """,Maintainability
"""As a user, I want to search for events by name or description.  """,Functional
"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Usability
"""As a developer, I want to have a single codebase that works across all the different platforms.  """,Portability
"As a repository manager, I want to describe a collection, including its title, it's inclusive / bulk dates, its language(s), and many other aspects.",Functional
"""As a user, I want to have the ability to make my data private, so that I can only share with certain people. """,Security
"""As a user, I want to upload a large file, so that the upload is fast.  """,Performance
"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses.",Functional
"""As a researcher, I want to see a list of all the files that I have uploaded to the repository.  """,Usability
"As a Publisher, I want to know what do next after signing up, so that that I can get going quickly.",Usability
"""As a user, I want to have the data to be stored in a way that allows for restoration of the data in case of a failure.  """,Reliability
"""As a user, I want to have a fast and efficient search and browse experience.  """,Performance
"As a pod provider or user, I want to easily be able to deploy Solid on Docker",Portability
"As a collection curator, I want to create deposit forms specific to the collection.",Functional
"""As an app developer, I want to know what the minimum version of the app is. """,Functional
"As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detail as the study proceeds.",Maintainability
"As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups.",Security
"""As a user, I want to be able to easily search for files and pages.  """,Usability
"""As a developer, I want to update the code to the latest version, so that my application is up to date.  """,Maintainability
"""As an Archivist, I want to download a single ETD file, so that I can download a single ETD file.  """,Performance
"As a researcher, I want to know which topics are mandatory and similar in all DMPs, so that I can save time through quickly writing it.",Usability
"""As a developer, I want to know what the best way is to integrate the data package with my application.  """,Maintainability
"As a library staff member, I want to be able to tell the researchers I'm helping with DMPs that Cornell has a repository system I can use for archiving and sharing results of their research, so that I can easily meet the needs of funder DMP requirements.",Usability
"""As a user, I want to have a file that I have uploaded to be available even if the server goes down.  """,Reliability
"""As a developer, I want to deploy a web app to the Solid server, so that I can share my data with others.  """,Portability
"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material.",Usability
"""As a Developer, I want to know whether my data package is compatible with a particular version of R. """,Compatibility
"""As a developer, I want to have the ability to deploy my application to other environments. """,Portability
As a user I want to be able to have an audit log of what happened to my data,Security
"As an archivist, I want to rotate images, so that I can orient them correctly.",Functional
"""As a user, I want to have the data package to be able to be installed on my local machine.  """,Portability
"""As a developer, I want to update my app to the latest version of the app type.  """,Maintainability
"""As an OlderPerson, I want to have a smartphone that helps me to get more mobile and active. """,Usability
"""As a user, I want to know who has access to what data.  """,Security
As a Solid user I want to be able to restore my Pod when it gets messed up so that I can always use my Pods for what I want,Reliability
"As an Application Administrator, I want to be able to reset a User's password for them.",Security
"As an admin, I want to see a summary of articles, so that I reuse them.",Maintainability
"""As a developer, I want to use a standardized package manager, so that I can easily integrate other packages into my app.  """,Compatibility
"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.",Functional
"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider.",Functional
"As a MedicalCaregiver, I want to have ALFRED to offer training for specific muscle groups.",Functional
"As a user, I want to have the ability to keep my data private on the system, and only share data that I deem should be shared.",Security
"As a MedicalCaregiver, I want to have ALFRED to remind people to exercise regularly.",Functional
"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.",Usability
"""As a user, I want to have a consistent error message if a file cannot be loaded.  """,Reliability
"As a Data Publishing User, I want to have the Packager support Constants, So that I can model dimensions that may not exist in the source file.",Functional
"""As a user, I want to have the data in my repository to be accessible in seconds after uploading.  """,Performance
"""As an OlderPerson, I want to have a smart watch that can detect if I am falling.  """,Usability
"As an archivist, I want to upload groups of files, so that I can save time.",Functional
"""As a user, I want to receive a list of all available datasets, so that I can get a list of all datasets.  """,Performance
"As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.",Security
"""As a user, I want to have the ability to use the same data with multiple applications.  """,Portability
"As an Extension Administrator, I want to make resources that were developed for specific projects and geographic areas available to other faculty and educators across NYS.",Usability
"""As a user, I want to be able to view the history of a file, so that I can understand how the file has evolved over time. """,Usability
"""As a user, I want to have the ability to download the data in different formats. """,Portability
"As a user, I want to have the application respond quickly to my actions, so that I don't get bored.",Performance
"As an asset manager, I want to be assured that the digital copy I deposit is stored redundantly, so that when one copy suffers destruction or unwanted changes, I still have other good copies to restore from.",Reliability
"""As a repository manager, I want to know when a component has been updated.  """,Maintainability
"As a faculty member, I want to maintain versioning of Extension brochures, FAQs, etc., so that only the most current are used/adapted by other CCE Educators in their work.",Usability
"""As a user, I want to be able to select the language of the help page. """,Usability
"As an archivemanager, I want to know the legal status of data, so that I can apply the legal requirements accordingly.",Security
"As a Consumer, I want to see some example data packages quickly, so that I get a sense of what is on this site and if it is useful to look further.",Usability
"As a user, I want to see the geographical context of a collection, object, or object component, where pertinent.",Usability
"As an Archivist, I don't want to inadvertently overwrite someone else's changes to a record that I'm editing.",Reliability
"As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.",Functional
"""As a user, I want to change the language of the UI, so that I can use the UI in a language that I prefer.  """,Maintainability
"As repository manager, I want to view authenticated, active users and anonymous users.",Security
"As a participant, I want to immediately see that an estimate has been given by a specific estimator, so that I know who has already given an estimate and who we're still waiting for.",Usability
"As an app developer, I want to ensure that application redeployment fails if any of its datasets cannot be reconfigured.",Reliability
"""As a user, I want to have a way to access the data on my phone, so that I can access the data when I don'm at my computer.  """,Portability
"""As a developer, I want to have a way to make a dataset public or private, so that I can control the access to my data. """,Functional
"As an OlderPerson, I want to have the wearables with integrated sensors to look good and not to be stigmatizing.",Usability
"""As a Developer, I want to easily create new datasets, so that I can get started quickly with a new dataset. """,Maintainability
"""As a developer, I want to easily update the application.  """,Maintainability
"As a ResearcherGovernment Publisher, I want to add general country names to my dataset that only contains country codes, so that my dataset is more readable.",Usability
"""As a user, I want to have a repository that stores files that are not in a database, so that I can store files that are not in a database.  """,Reliability
"""As a user, I want to know what the status of my data is. """,Security
"""As a user, I want to see the full list of file types that are supported by the application.  """,Performance
"As an archivist, I want to apply a license or rights statement, so that I know what I can do with a file.",Security
"""As a Developer, I want to use the same code in different applications.  """,Portability
"""As a developer, I want to have the ability to easily update the code.  """,Maintainability
"As a user, I want to manage the references / papers I have investigated.",Functional
"""As a developer, I want to be able to easily update the data model of the application.  """,Maintainability
"""As a developer, I want to have a dashboard where I can view all of my projects, so that I can see what I'm working on. """,Usability
"""As an OlderPerson, I want to have a ALFRED device that is secure. """,Security
"""As a developer, I want to know what kind of data I can use in my application. """,Functional
"As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending.",Maintainability
"""As a developer, I want to be able to use the same data model in multiple applications, so that I can use the same data model across multiple applications. """,Portability
"""As a user, I want to have a reliable data import.  """,Reliability
"As a broker team member, I want to add the 00***** and 00FORGN PPoPCode cases to the derivation logic.",Functional
"""As an OlderPerson, I want to be able to use ALFRED with only one hand.  """,Usability
"As a user, I want to search specifically for files rather than log book pages.",Functional
"""As a user, I want to upload a large file and be able to do so quickly.   """,Performance
"""As a researcher, I want to be able to search for specific files, so that I can find the file I am looking for. """,Usability
"As a camp administrator, I want to be able to delete campers from the database, so that I can keep my pages free of clutter.",Maintainability
"""As a developer, I want to easily deploy a dataset instance to a local environment, so that I can test the instance locally. """,Portability
"As an OlderPerson, I want to receive a wake up call from ALFRED in the morning checking on me if I am ok.",Functional
"As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.",Functional
"As a user, I want to filter the files I get from search results based on their type.",Functional
"As a developer, I want to take a dataset offline, so that I can perform a long-running maintenance or migration procedure.",Maintainability
"""As a researcher, I want to link to a file that is stored in a repository, so that I can access the file.  """,Compatibility
"""As a user, I want to be able to import files from my Finder, so that I can use Neurohub without having to move files around.  """,Compatibility
"As an app developer, I want to ensure that when I deploy a new version of an app that includes a shared dataset type that all dataset instances created by this app start using the new code but all dataset instances created by other apps remain unchanged.",Compatibility
"""As a developer, I want to use a specific API endpoint for a specific purpose. """,Functional
"""As a developer, I want to know what kind of data is being generated, so that I can know what kind of data is being generated. """,Functional
"As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.",Reliability
"""As a user, I want to be able to upload large files, so that I can share larger files with the team.  """,Performance
"""As a researcher, I want to search by date, so that I can find all the files I created on a particular day. """,Functional
"As a anonymoususer, I want to see the final list of sessions approved, so that I can see what's going on at BADCamp .",Usability
"""As a user, I want to be able to import my data from other services. """,Compatibility
"""As a user, I want to have a fast and efficient search and retrieval of data. """,Performance
"As a data manager, I want to know what the content of the data is, so that I can check whether the necessary expertise for maintaining intellectual reusability is available.",Maintainability
As a Solid user I want to be able to revoke sharing my data with other Solid users so that I can live and work efficiently,Security
"As an Archivist, I want to associate an Instance with a Resource and/or Resource Component.",Functional
"""As a developer, I want to deploy my application on a variety of platforms, so that my application can be used by as many people as possible. """,Portability
"""As a user, I want to have the file uploading to be atomic.  """,Reliability
"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.",Usability
"As a dataset developer, I want to deploy a new version of a dataset type without affecting the dataset instances of that type.",Maintainability
"""As a user, I want to edit the dataset instance type, so that I can change the type of dataset instance I have. """,Maintainability
As a Solid user I want to know which Pods are available for me to use so that I can know what options are available to me,Usability
"""As a user, I want to be able to upload a large file to a collection, so that I can store large files.  """,Performance
"""As a user, I want to be able to have a video streamed to me in real time.  """,Performance
"As a repository manager, I want to know any changes occurring to titles for repository's collections, objects, and object components.",Maintainability
"As a Consumer, I want to download a DataPackage's data one coherent SQLite database, so that that I can get it easily in one form.",Portability
"""As a user, I want to update my dataset instance, so that I can change the dataset type.  """,Maintainability
"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",Functional
"""As a Developer, I want to be able to easily change the version of the data package.  """,Maintainability
"""As a repository manager, I want to know the number of objects that are associated with a given object.  """,Performance
"""As a user, I want to download a file, so that I can access the file offline.  """,Performance
"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",Usability
"""As a user, I want to download a dataset, so that I can use it offline. """,Portability
"As a FABS user, I want additional helpful info in the submission dashboard, so that I can better manage submissions and IG requests.",Usability
"""As a Developer, I want to deploy the same application on different environments. """,Portability
"As a anonymoususer, I want to have a training landing page with an intro section and a list of all training offerings and promote call for trainings, so that I can shop for training all with one page and we can have a call for trainings for selection.",Usability
"As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation.",Maintainability
"""As a user, I want to have a single instance of a dataset that is always up to date.  """,Reliability
"As an Admin, I want to have a pricing plan and billing system, so that that I can charge users and make my platform sustainable.",Functional
"""As a user, I want to get a summary of a dataset in seconds.  """,Performance
"""As a developer, I want to be able to use a single API across all of my applications.  """,Portability
"As an OlderPerson, I want to have ALFRED to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.",Usability
"As an OlderPerson, I want to use ALFRED to organize a meeting with a group of friends at a certain place.",Functional
"""As a user, I want to ensure that all files in a dataset are valid.  """,Reliability
"""As an archivist, I want to perform full text search of EAC-CPF records, so that I can find records.  """,Performance
"""As a developer, I want to deploy a Neurohub instance in a new location, so that I can start using the instance. """,Portability
"""As a developer, I want to have a web interface for managing the repository, so that I can easily manage the repository. """,Portability
"As a user, I want the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.",Functional
"""As a user, I want to have a fast and responsive search.  """,Performance
"""As a researcher, I want to know who owns a file, so that I can cite the file.  """,Security
"As an UnivITservice, I want to be able to export all data to a different system, so that I am not tied into one system which may not be the most appropriate at some point in the future.",Portability
"""As a developer, I want to know about any restrictions on the dataset. """,Security
"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.",Functional
"""As a user, I want to know if my file is uploaded.  """,Reliability
"As a depositor, I want to deposit and maintain datasets through Virtual Research Environments and other workflow tools, so that I can continue to work with tools with which I'm familiar.",Usability
"""As a user, I want to see the latest versions of the dataset in the list of available datasets.  """,Usability
"""As a researcher, I want to share files with others. """,Portability
as an interested developer I want to maintain a solid-server-instance on the web to help the solido-community and gain and spread knowledge to improve the web,Maintainability
"""As a developer, I want to use the API to get a dataset, so that I can use the dataset in my application.  """,Maintainability
"As a fundingbody, I want to harvest metadata on outputs from research I fund, so that I can analyse effectiveness of funding strategy and I can encourage cross fertilisation of research outputs.",Usability
"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.",Security
"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",Functional
"""As a user, I want to have the pipeline run faster, so that I can get to the results sooner.  """,Performance
"As a Consumer, I want to search based on description of data package, so that that I can find package which related to some key words.",Functional
"""As a developer, I want to deploy my app on a server, so that I can use it.  """,Portability
"""As a user, I want to access the data in a mobile device, so that I can access the data when I am on the move. """,Portability
"""As a Developer , I want to deploy a data package on a new system, so that I can get started with my data pipelines quickly. """,Portability
"As a DB/IR administrator, I want to have robust searching and tracking features for existing and newly created patron accounts.",Functional
"""As a user, I want to have a video that was uploaded to the repository to be downloaded as quickly as possible.  """,Performance
"""As a user, I want to perform a search of a single dataset by entering its name.  """,Performance
"""As a user, I want to get a data package into my working directory, so that I can start using it right away.  """,Performance
"As a user, I want to upload tagged videos and have tags available for all further processing steps.",Functional
"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience.",Functional
"As a camp worker, I'm able to report a list of supplies to the manager that the camp is short of.",Functional
"""As a user, I want to be able to search for a specific file type. """,Functional
"""As a user, I want to be able to search through a large collection of files, so that I can find the file I want quickly.  """,Performance
"""As a user, I want to have a way to share and discover data packages.  """,Security
"As an Applicant, I want to Resubmit Plans, so that I can review revised plans.",Functional
"""As a user, I want to know how many other users are viewing a particular page, so that I can decide whether I want to view it. """,Usability
"""As a user, I want to have a video uploaded, so that it is available to watch.   """,Performance
"""As an OlderPerson, I want to have ALFRED to be able to be used with other devices.  """,Portability
"As a DAMS manager, I want to know when the pertinence of a statute to a object or object component is scheduled to expire.",Security
"As an OlderPerson, I want to have video conversation with others.",Functional
"As a researcher, I want to recruit for the last round of user research, so that we can summarize our findings and synthesize results.",Functional
"As a Research Information manager, I want to integrate the archive with CRIS, so that I can analyse impact of research data publication I can link funding to all of the outputs it produces.",Compatibility
"As a user I want to collect all the photos from my group of friends that went to Spain for Tom's stag party, so that our group has a single shared album.",Functional
"""As a researcher, I want to search for files by keyword, so that I can find files that contain a specific word or phrase. """,Functional
"""As a repository manager, I want to indicate any legal rights that are applicable to an object.  """,Security
"""As a user, I want to be able to access my data from any device. """,Portability
"""As an archivist, I want to view the descriptive metadata for an item, so that I can see the metadata for the item. """,Usability
"""As a developer, I want to be able to deploy the same application on different platforms. """,Portability
"""As an app developer, I want to know what versions of the dataset type my app supports, so that I can ensure that my app works with the dataset type. """,Compatibility
"""As a developer, I want to use the same code across all of my projects, so that I can avoid having to rewrite the same code multiple times.  """,Portability
"""As a user, I want to be able to download a file, so that I can have a copy of the file for later use.  """,Portability
"""As a user, I want to be able to search by date of birth, so that I can find the right person.  """,Usability
"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.",Usability
"""As an OlderPerson, I want to have ALFRED in the bathroom. 24/7 365 days a year.  """,Portability
"As an admin, I want to prefilter content using search based on low-level asset information.",Functional
"""As a developer, I want to use the API to get a list of all the datasets I have created.  """,Portability
"As an assistant archivist, I want to upload and tag staff generated working papers, so that staff and researchers are able to easily access them.",Usability
"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Functional
"As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending.",Usability
"As an OlderPerson, I want to have ALFRED on a bracelet or a necklace, so that I can always wear him with me.",Portability
"""As a repository manager, I want to indicate whether a component is restricted or not.  """,Security
"As an OlderPerson, I want to have a small ALFRED device that is wearable and easy to carry with me.",Portability
"As a repository support team member, I want to alias (or map) an item from one collection to another (so the item will appear to belong to both collections), because the collection owner has asked them to.",Usability
"As an archivist, I want to restrict a group of files from view.",Security
"As a broker team member, I want to derive FundingAgencyCode, so that the data quality and completeness improves.",Maintainability
"As a repository support team member, I want to rename a collection, so that I can fulfill the collection owner's request.",Maintainability
"""As an archivist, I want to search for a specific type of file.  """,Usability
"""As a user, I want to have an efficient algorithm to compute similarity between two datasets.  """,Performance
"""As a developer, I want to have a simple way to install and update my code. """,Maintainability
"As a team member, I want to know when meetings are, so that I can plan accordingly.",Usability
"As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates.",Usability
"""As a user, I want to upload a large file, so that I can share my file with the community.  """,Performance
"As a Consumer, I want to view a data package online, so that I can get a sense of whether this is the dataset I want.",Usability
"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",Maintainability
"As a pipeline developer, I want to upgrade a dataset instance to a newer version of the code after the pipeline was created.",Functional
"As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"""As a Developer, I want to use my existing data sources.  """,Compatibility
"As an NSF employee, I want to learn about how Github is used, so that I can participate in the issues as assigned.",Functional
"As a attendee, I want to see what summits I'm signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.",Usability
"""As a user, I want to have the ability to use the application offline.  """,Portability
"As an app developer, I would like to get my users to be able to get an identity and Pod easily so that they can quickly get started with my app",Usability
"""As a researcher, I want to have access to the data from a remote location. """,Portability
As a Solid user I want to know who is responsible for which software service so that I can hold parties resonsible when the services go wrong.,Security
"""As a user, I want to have a web-based interface for the repository. """,Portability
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly on Science360.gov.",Functional
"As an OlderPerson, I want to have an ALFRED device that informs me about a low battery when leaving the house.",Usability
"""As a user, I want to know the identity of the person who uploaded a file.  """,Security
"As a repository manager, I want to indicate for an object or object component the place of publication, the publisher, edition, etc., when pertinent.",Functional
"""As a developer, I want to modify the code of the App without having to reinstall it.  """,Maintainability
As a Solid user I want to be able to share my data with other Solid users so that I can live and work efficiently,Functional
"As an Archivist, I want to specify the Source for a Name Form of an Agent and add new Sources and edit existing Sources.",Functional
As a user I want to be able to easily review/manage who has access to my data,Security
"As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.",Functional
"""As a user, I want to be able to download a file in case of a download error.  """,Reliability
"""As a researcher, I want to easily search for files, so that I can find the files I need. """,Usability
"As a user, I want to ensure that an update of explore never leads to silent loss of data or data available for explore.",Reliability
"""As a user, I want to have a consistent error message if an error occurs.  """,Reliability
"""As a user, I want to have a fast way to download large datasets.  """,Performance
"As a repository manager, I want to indicate if a license pertains to the component, apart from the object as a whole.",Security
"As a user, I want to identify persons in videos, and receive related information about them.",Functional
"""As a user, I want to have the option to set the expiration date for my data, so that I can have control over the lifespan of my data. """,Security
"As a hydrator user, I want to explore the datasets created by my pipeline.",Usability
"""As an archivist, I want to access ETD files on a remote server. """,Portability
"""As a user, I want to be able to view the results of a job even if it fails.  """,Reliability
"As a Platform Administrator, I want to be able to delete any dataset published, So that I can deal with takedown requests, or clean up test datasets.",Security
"""As a user, I want to have the data to be consistent.  """,Reliability
"""As a user, I want to be able to search for a single file in a collection.  """,Performance
"""As a developer, I want to use the API to create a web application that will work with the website.  """,Compatibility
"""As a repository manager, I want to know if an object has been scheduled for deletion.  """,Reliability
"""As a camp administrator, I want to see all of the campers in my camp, so that I can check in on them. """,Usability
"""As a user, I want to be able to set my own password, so that I can have control over my own data. """,Security
"As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.",Functional
"""As a developer, I want to deploy a web app that works on Windows, Mac, and Linux. """,Portability
"""As a user, I want to have a file upload that works on my Mac, so that I can upload files to my pod.  """,Portability
"As a Publisher, I want to undelete the deleted data packages, so that that the deleted data packages is now visible again.",Functional
"""As a developer, I want to be able to use the API with my Python code.  """,Compatibility
"As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.",Functional
"As a moderator, I want to view a transcript of a game, so that I can see the stories and estimates.",Functional
"""As a researcher, I want to know what data will be stored and how. 馃摑 """,Security
"As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.",Functional
"""As a repository manager, I want to know when a file was modified, so that I can manage file versions.  """,Performance
"As a sponsor, I want to link BADCamp attendees to my sponsorship page, so that I can show off our level of attendance.",Functional
"""As a user, I want to know if a dataset has been updated.  """,Reliability
"""As a user, I want to edit my own data.  """,Maintainability
"As a user, I want to know if an object or object component is under copyright and, where possible, who the rights holder is.",Security
"""As a developer, I want to have a simple way to install and update the Scrum Alliance App.  """,Maintainability
"""As a user, I want to be able to use the app on my phone, so that I can have access to the data no matter where I am. """,Portability
"""As a user, I want to use a FABS file from a different FABS installation. """,Portability
"As an OlderPerson, I want to have an ALFRED device that helps me to communicate with my friends and family.",Functional
"As a supervisor, I want to create feedback forms within Neurohub, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",Functional
"As a web recruiter manager, I want to confirm the recruiter is set up and working properly, so that I can deploy it on more pages.",Maintainability
"As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.",Performance
"As a repository manager, I want to know all the collections for which I have curatorial responsibility.",Functional
"As a Cornell faculty member, I want to see clearly what reuse rights I have to files discovered in the repository, so that I know how I can reuse them.",Usability
"""As a user, I want to know if the data is public or not.  """,Security
"As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.",Functional
"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.",Usability
"""As a user, I want to search for videos.  """,Functional
"As a library staff member, I want to include supplementary files such as datasets, slideshows, etc. with DOIs for each, as needed when uploading a given work, so that I can provide a robust image of the work in question.",Functional
"As a stakeholder, I want to have files adequately described, so that I can successfully render them in my contemporary operating environment.",Compatibility
"""As a user, I want to see a list of all the pages I have created. """,Functional
"As an Owner, I want to invite an existing user, so that the user can become a member of my publisher.",Functional
"As a person, I need to see, review, and manage consent given to web-based services",Usability
"As an OlderPerson, I want to use ALFRED to get a personalized invitation to a social event, so that it motivates more to go.",Functional
"As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.",Usability
"As a developer, I want to have the accounting to be as simple and clear as Possible.",Usability
"As a dataset developer, I want to explore a dataset instance created from a dataset type that was deployed by itself.",Functional
"As an agency user, I want to get File F in the correct format.",Functional
"As an archivist, I want to search all files by keyword.",Functional
"""As a user, I want to know which user or group owns a dataset.  """,Security
"""As an OlderPerson, I want to have a system that protects my privacy. """,Security
"""As a user, I want to be able to import data from a CSV file. """,Compatibility
"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.",Usability
"As a dataset developer, I want to separate the interface from the implementation of a dataset type.",Maintainability
"""As a user, I want to upload my own data to the server, so that I can use it with my applications. """,Functional
"""As a user, I want to download large files.  """,Performance
"""As a user, I want to see the list of all the files in a dataset, so that I can select the file I want to download. """,Functional
"As a anonymoususer, I want to find out where the coding lounge is and what time it is open, so that I can code with my friends.",Usability
"""As a user, I want to have a consistent way to import data into the system. """,Portability
"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry.",Usability
"""As a user, I want to have the ability to download a dataset in a format other than CSV. """,Portability
"""As a developer, I want to see the code and be able to use it.  """,Maintainability
"""As an OlderPerson, I want to be able to set a password on my ALFRED device. """,Security
"""As a researcher, I want to have the ability to export my data to other formats. """,Compatibility
"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.",Reliability
"""As a user, I want to be able to use the app on my phone, so that I can use the app on the go.  """,Portability
"As a developer, I want to have a list of definitions for commonly used terms, so that everyone working on the project can understand each other more easily.",Usability
"""As a DAMS manager, I want to know what rights are attached to an object or object component.  """,Security
"""As a user, I want to be able to import and export my data, so that I can share data with other users.  """,Portability
"As a library staff member, I want to create a collection, sometimes with custom metadata fields, so that I can house digital material for wider distribution.",Functional
"As lab administrator, I want to have increased access to the system to support regular users.",Security
"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",Usability
"As a test engineer, I want a simple way to provision pods for a test user so that automated testing compliance with Solid specs is simple",Maintainability
"As a DB/IR administrator, I want to manage customizable relationship groups in support of patron see also option.",Functional
"""As a user, I want to have a way to update the dataset type.  """,Maintainability
"As a Publisher, I want to have private data packages, so that I can share just with my team.",Security
"""As an agency user, I want to be able to set my own password, so that I can change it if I want to. """,Security
"As a camp administrator, I want to be able to delete tasks/activities I scheduled, so that I can keep the schedule clean of unneeded activities.",Maintainability
"""As a site visitor, I want to be able to read the most recent news, so that I can stay up to date with the latest news. """,Usability
"""As a developer, I want to deploy a web app on a server and have it run with no issues.  """,Portability
"""As a user, I want to search the repository for files by file name, so that I can find files that I am looking for.  """,Performance
"As a funder, I want to be able to read the costs for data management from the DMP, so that I can check whether our policies work as intended.",Usability
"As a repository manager, I want to indicate other descriptions of the collection that are outside the DAMS and of probable importance to users.",Usability
"""As a user, I want to ensure that a file is restored to its original state.  """,Reliability
"""As a user, I want to have the ability to use a Pod in one place and then use the same Pod in another place, so that I can use my Pods across different environments. """,Portability
"""As a user, I want to ensure that a dataset is not deleted while it is being used.  """,Reliability
"""As a user, I want to upload a file.   """,Functional
"""As a researcher, I want to be able to search by author, so that I can find relevant papers.  """,Usability
"""As a repository manager, I want to know all the files belonging to a collection, so that I can manage them.  """,Maintainability
"As a user, I want to search and discover music based on other users similar to myself.",Functional
"As an OlderPerson, I want to use ALFRED to learn about art expositions or a museum.",Functional
"As an System Administrator, I want to declare that a user is has the Repository Manager role for a given Repository.",Security
"As a CST, I want to pay an annual fee, so that my CST status is active.",Functional
"""As a DAMS manager, I want to know if the object is restricted to a particular group of people.  """,Security
